county_fips,county_name,state_abbr,system,PUE,WUE,mean_drought,pct_weeks_d2_plus,water_stress,electric_cents_per_kwh,water_dollars_per_kgal,effective_electric,effective_water,effective_total_cost
01019,Cherokee County,AL,AE,1.2295763167740505,1.62544,0.5309,7.9096,1.75400580224,7.25,3.9246,8.914428296611867,0.169,9.083428296611867
01019,Cherokee County,AL,WEC,1.153020715056632,2.088532,0.5309,7.9096,2.2537265270719997,7.25,3.9246,8.359400184160583,0.217,8.576400184160583
01021,Chilton County,AL,AE,1.2395138224706803,1.754568,0.4533,3.2015,1.8107404945199996,7.25,3.9246,8.986475212912433,0.182,9.168475212912433
01021,Chilton County,AL,WEC,1.152825592644996,2.089352,0.4533,3.2015,2.1562426042799996,7.25,3.9246,8.35798554667622,0.217,8.57498554667622
01023,Choctaw County,AL,AE,1.2490676712670679,1.864845,0.4264,2.4482,1.91050013529,7.25,3.9246,9.055740616686242,0.193,9.248740616686241
01023,Choctaw County,AL,WEC,1.1586710148849686,2.090835,0.4264,2.4482,2.14202282247,7.25,3.9246,8.400364857916022,0.217,8.617364857916023
01025,Clarke County,AL,AE,1.2514587847583822,1.89215,0.4327,2.0716,1.9313477794,7.25,3.9246,9.073076189498272,0.196,9.269076189498271
01025,Clarke County,AL,WEC,1.160328672418213,2.091299,0.4327,2.0716,2.134622350084,7.25,3.9246,8.412382875032044,0.217,8.629382875032045
01027,Clay County,AL,AE,1.231309088664025,1.66476,0.5014,3.2015,1.7180572913999999,7.25,3.9246,8.926990892814182,0.173,9.099990892814182
01027,Clay County,AL,WEC,1.146509066489254,2.087833,0.5014,3.2015,2.1546749734949997,7.25,3.9246,8.312190732047092,0.216,8.528190732047092
01029,Cleburne County,AL,AE,1.2278029497414886,1.621629,0.5114,5.0847,1.7040839697630001,7.25,3.9246,8.901571385625793,0.168,9.069571385625792
01029,Cleburne County,AL,WEC,1.1460263123516061,2.08736,0.5114,5.0847,2.19349599392,7.25,3.9246,8.308690764549144,0.216,8.524690764549144
01031,Coffee County,AL,AE,1.2508213896178575,1.882185,0.4876,2.6365,1.931808807525,7.25,3.9246,9.068455074729467,0.195,9.263455074729467
01031,Coffee County,AL,WEC,1.1614394155439294,2.091432,0.4876,2.6365,2.14657260468,7.25,3.9246,8.420435762693488,0.217,8.637435762693489
01033,Colbert County,AL,AE,1.2323021569581474,1.668232,0.4649,4.5198,1.743632749936,7.25,3.9246,8.934190637946568,0.173,9.107190637946568
01033,Colbert County,AL,WEC,1.15095707223274,2.087997,0.4649,4.5198,2.182370288406,7.25,3.9246,8.344438773687365,0.216,8.560438773687364
01035,Conecuh County,AL,AE,1.2508006992776284,1.882957,0.4918,3.0132,1.9396942603240002,7.25,3.9246,9.068305069762806,0.195,9.263305069762806
01035,Conecuh County,AL,WEC,1.1604939205142248,2.091355,0.4918,3.0132,2.1543717088600003,7.25,3.9246,8.41358092372813,0.217,8.63058092372813
01037,Coosa County,AL,AE,1.2384100763004635,1.744813,0.4572,2.6365,1.7908149947449998,7.25,3.9246,8.97847305317836,0.181,9.15947305317836
01037,Coosa County,AL,WEC,1.1513728249671245,2.089029,0.4572,2.6365,2.144106249585,7.25,3.9246,8.347452981011653,0.217,8.564452981011653
01039,Covington County,AL,AE,1.2522408394287239,1.896888,0.5052,3.2015,1.9576168693199998,7.25,3.9246,9.078746085858247,0.197,9.275746085858247
01039,Covington County,AL,WEC,1.162784933714712,2.091724,0.5052,3.2015,2.15869054386,7.25,3.9246,8.430190769431663,0.217,8.647190769431663
01041,Crenshaw County,AL,AE,1.2474728308110126,1.845322,0.4374,1.6949,1.876598362578,7.25,3.9246,9.04417802337984,0.191,9.235178023379842
01041,Crenshaw County,AL,WEC,1.1577703291066064,2.09082,0.4374,1.6949,2.12625730818,7.25,3.9246,8.393834886022896,0.217,8.610834886022896
01043,Cullman County,AL,AE,1.2318005943506514,1.663925,0.4707,6.2147,1.767332946975,7.25,3.9246,8.930554309042222,0.173,9.103554309042222
01043,Cullman County,AL,WEC,1.1495589068420053,2.088083,0.4707,6.2147,2.217851094201,7.25,3.9246,8.334302074604539,0.216,8.550302074604538
01045,Dale County,AL,AE,1.2501398628669012,1.87354,0.506,2.8249,1.92646563146,7.25,3.9246,9.063514005785033,0.194,9.257514005785033
01045,Dale County,AL,WEC,1.1612286393524145,2.091358,0.506,2.8249,2.150436772142,7.25,3.9246,8.418907635305006,0.217,8.635907635305006
01047,Dallas County,AL,AE,1.2470764809230162,1.836069,0.3746,1.3183,1.860273897627,7.25,3.9246,9.041304486691867,0.19,9.231304486691867
01047,Dallas County,AL,WEC,1.1601296494997155,2.090807,0.3746,1.3183,2.118370108681,7.25,3.9246,8.410939958872937,0.217,8.627939958872938
01049,DeKalb County,AL,AE,1.2181236280875114,1.504738,0.5359,7.9096,1.623756756848,7.25,3.9246,8.831396303634458,0.156,8.987396303634458
01049,DeKalb County,AL,WEC,1.1422756612797187,2.085915,0.5359,7.9096,2.25090253284,7.25,3.9246,8.28149854427796,0.216,8.49749854427796
01051,Elmore County,AL,AE,1.2431699358669128,1.793227,0.3569,2.2599,1.8337521369729999,7.25,3.9246,9.012982035035119,0.186,9.198982035035119
01051,Elmore County,AL,WEC,1.1567841874987392,2.090137,0.3569,2.2599,2.137372006063,7.25,3.9246,8.38668535936586,0.217,8.60368535936586
01053,Escambia County,AL,AE,1.2546177147559,1.922466,0.5036,2.6365,1.97315181609,7.25,3.9246,9.095978431980274,0.199,9.294978431980274
01053,Escambia County,AL,WEC,1.1653982822789122,2.092142,0.5036,2.6365,2.14730132383,7.25,3.9246,8.449137546522113,0.217,8.666137546522114
01055,Etowah County,AL,AE,1.2301371837127482,1.640429,0.5035,8.0979,1.7732692999909998,7.25,3.9246,8.918494581917424,0.17,9.088494581917423
01055,Etowah County,AL,WEC,1.1499577590833274,2.088088,0.5035,8.0979,2.257179278152,7.25,3.9246,8.337193753354123,0.216,8.553193753354122
01057,Fayette County,AL,AE,1.237144632562125,1.725823,0.5351,5.6497,1.8233268220310002,7.25,3.9246,8.969298586075405,0.179,9.148298586075406
01057,Fayette County,AL,WEC,1.1525336057366138,2.088915,0.5351,5.6497,2.2069324307550002,7.25,3.9246,8.35586864159045,0.217,8.57286864159045
01059,Franklin County,AL,AE,1.2308048458729244,1.654878,0.4533,5.0847,1.7390235816660002,7.25,3.9246,8.923335132578702,0.172,9.095335132578702
01059,Franklin County,AL,WEC,1.1477230465118868,2.087698,0.4533,5.0847,2.1938511802060003,7.25,3.9246,8.320992087211179,0.216,8.536992087211178
01061,Geneva County,AL,AE,1.2528706571469397,1.90301,0.4778,4.1431,1.9818536073100002,7.25,3.9246,9.083312264315312,0.197,9.280312264315311
01061,Geneva County,AL,WEC,1.1637310359707784,2.091912,0.4778,4.1431,2.1785820060720003,7.25,3.9246,8.437050010788143,0.217,8.654050010788144
01063,Greene County,AL,AE,1.245483458867816,1.820312,0.4641,4.7081,1.9060141092719998,7.25,3.9246,9.029755076791666,0.189,9.218755076791666
01063,Greene County,AL,WEC,1.158363302954853,2.090333,0.4641,4.7081,2.188747967973,7.25,3.9246,8.398133946422684,0.217,8.615133946422684
01065,Hale County,AL,AE,1.2463336981411366,1.830106,0.4379,3.5782,1.895590852892,7.25,3.9246,9.03591931152324,0.19,9.22591931152324
01065,Hale County,AL,WEC,1.1587999102873119,2.090492,0.4379,3.5782,2.165293984744,7.25,3.9246,8.401299349583011,0.217,8.618299349583012
01067,Henry County,AL,AE,1.2488596585649354,1.863809,0.5184,2.8249,1.916459740441,7.25,3.9246,9.054232524595783,0.193,9.247232524595782
01067,Henry County,AL,WEC,1.1582106903507643,2.090954,0.5184,2.8249,2.150021359546,7.25,3.9246,8.397027505043042,0.217,8.614027505043042
01069,Houston County,AL,AE,1.2517171681720087,1.892143,0.4706,2.2599,1.934903539657,7.25,3.9246,9.074949469247063,0.196,9.270949469247062
01069,Houston County,AL,WEC,1.1618518798329436,2.091641,0.4706,2.2599,2.138909994959,7.25,3.9246,8.42342612878884,0.217,8.64042612878884
01071,Jackson County,AL,AE,1.2243829429789457,1.571128,0.5632,8.6629,1.7072332475120002,7.25,3.9246,8.876776336597356,0.163,9.039776336597356
01071,Jackson County,AL,WEC,1.1481513770736536,2.087206,0.5632,8.6629,2.2680185685740004,7.25,3.9246,8.324097483783989,0.216,8.540097483783988
01073,Jefferson County,AL,AE,1.2366431365803499,1.722274,0.5073,8.0979,1.861742026246,7.25,3.9246,8.965662740207536,0.179,9.144662740207536
01073,Jefferson County,AL,WEC,1.1512886788700478,2.088735,0.5073,8.0979,2.2578786715649994,7.25,3.9246,8.346842921807847,0.217,8.563842921807847
01075,Lamar County,AL,AE,1.238112496870848,1.737461,0.5491,5.838,1.83889397318,7.25,3.9246,8.976315602313647,0.18,9.156315602313647
01075,Lamar County,AL,WEC,1.152864646388071,2.088996,0.5491,5.838,2.2109515864800002,7.25,3.9246,8.358268686313515,0.217,8.575268686313516
01077,Lauderdale County,AL,AE,1.2288619516663675,1.626533,0.4914,5.4614,1.715364473262,7.25,3.9246,8.909249149581164,0.169,9.078249149581165
01077,Lauderdale County,AL,WEC,1.1491520921735456,2.08764,0.4914,5.4614,2.2016543709599996,7.25,3.9246,8.331352668258205,0.216,8.547352668258204
01079,Lawrence County,AL,AE,1.2303375046279046,1.64636,0.4861,6.0264,1.7455762390400003,7.25,3.9246,8.919946908552308,0.171,9.090946908552308
01079,Lawrence County,AL,WEC,1.1488688045490683,2.087781,0.4861,6.0264,2.2135990341840004,7.25,3.9246,8.329298832980745,0.216,8.545298832980745
01081,Lee County,AL,AE,1.2391531773190565,1.751899,0.3579,3.0132,1.8046872206680002,7.25,3.9246,8.98386053556316,0.182,9.16586053556316
01081,Lee County,AL,WEC,1.152155486370931,2.089352,0.3579,3.0132,2.152308354464,7.25,3.9246,8.35312727618925,0.217,8.57012727618925
01083,Limestone County,AL,AE,1.2297423630729702,1.63785,0.5431,7.9096,1.7673973836,7.25,3.9246,8.915632132279034,0.17,9.085632132279034
01083,Limestone County,AL,WEC,1.1496182971642637,2.087747,0.5431,7.9096,2.252879436712,7.25,3.9246,8.334732654440911,0.216,8.55073265444091
01085,Lowndes County,AL,AE,1.2464510910649877,1.829526,0.397,1.3183,1.8536446412579999,7.25,3.9246,9.03677041022116,0.19,9.22677041022116
01085,Lowndes County,AL,WEC,1.158911647122499,2.090756,0.397,1.3183,2.118318436348,7.25,3.9246,8.402109441638117,0.217,8.619109441638118
01087,Macon County,AL,AE,1.2430673096323492,1.79342,0.3594,2.4482,1.83732650844,7.25,3.9246,9.012237994834532,0.186,9.198237994834532
01087,Macon County,AL,WEC,1.1560588728728238,2.090101,0.3594,2.4482,2.141270852682,7.25,3.9246,8.381426828327973,0.217,8.598426828327973
01089,Madison County,AL,AE,1.2256740513242395,1.587914,0.5293,6.403,1.68958813342,7.25,3.9246,8.886136872100735,0.165,9.051136872100734
01089,Madison County,AL,WEC,1.1480852280421485,2.087265,0.5293,6.403,2.22091257795,7.25,3.9246,8.323617903305577,0.216,8.539617903305576
01091,Marengo County,AL,AE,1.248485619377267,1.856926,0.4361,3.2015,1.91637548589,7.25,3.9246,9.051520740485186,0.193,9.244520740485186
01091,Marengo County,AL,WEC,1.1581511220863858,2.090804,0.4361,3.2015,2.1577410900599996,7.25,3.9246,8.396595635126298,0.217,8.613595635126298
01093,Marion County,AL,AE,1.2334846076203039,1.683454,0.5046,5.2731,1.7722242128740002,7.25,3.9246,8.942763405247202,0.175,9.117763405247203
01093,Marion County,AL,WEC,1.150156021186378,2.088297,0.5046,5.2731,2.198414989107,7.25,3.9246,8.33863115360124,0.217,8.55563115360124
01095,Marshall County,AL,AE,1.2281378599005968,1.616102,0.507,6.2147,1.716537890994,7.25,3.9246,8.903999484279327,0.168,9.071999484279326
01095,Marshall County,AL,WEC,1.149333308518017,2.087881,0.507,6.2147,2.2176365405069998,7.25,3.9246,8.332666486755624,0.216,8.548666486755623
01097,Mobile County,AL,AE,1.2585973183750638,1.962955,0.4558,3.0132,2.02210276006,7.25,3.9246,9.124830558219212,0.204,9.328830558219213
01097,Mobile County,AL,WEC,1.170589533472845,2.092949,0.4558,3.0132,2.156013739268,7.25,3.9246,8.486774117678126,0.217,8.703774117678126
01099,Monroe County,AL,AE,1.2516081341803107,1.894085,0.4971,2.8249,1.947591007165,7.25,3.9246,9.074158972807252,0.196,9.270158972807252
01099,Monroe County,AL,WEC,1.1601098024462673,2.091328,0.4971,2.8249,2.150405924672,7.25,3.9246,8.410796067735438,0.217,8.627796067735439
01101,Montgomery County,AL,AE,1.2459899297642467,1.825159,0.3536,2.2599,1.866405768241,7.25,3.9246,9.033426990790788,0.189,9.222426990790789
01101,Montgomery County,AL,WEC,1.1583510644122803,2.090653,0.3536,2.2599,2.1378996671470003,7.25,3.9246,8.398045216989033,0.217,8.615045216989033
01103,Morgan County,AL,AE,1.2308785225360754,1.654274,0.4846,4.5198,1.7290438762520002,7.25,3.9246,8.923869288386546,0.172,9.095869288386547
01103,Morgan County,AL,WEC,1.1487967953990728,2.087809,0.4846,4.5198,2.182173791182,7.25,3.9246,8.328776766643278,0.216,8.544776766643277
01105,Perry County,AL,AE,1.2452151237681373,1.816316,0.3942,1.6949,1.8471007398840003,7.25,3.9246,9.027809647318994,0.188,9.215809647318995
01105,Perry County,AL,WEC,1.1585077116891516,2.090398,0.3942,1.6949,2.125828155702,7.25,3.9246,8.399180909746349,0.217,8.61618090974635
01107,Pickens County,AL,AE,1.2419753375768625,1.781997,0.5033,6.0264,1.8893872672080003,7.25,3.9246,9.004321197432253,0.185,9.189321197432253
01107,Pickens County,AL,WEC,1.155283433137592,2.08963,0.5033,6.0264,2.2155594623200003,7.25,3.9246,8.375804890247542,0.217,8.592804890247542
01109,Pike County,AL,AE,1.2461097439485889,1.82882,0.4501,2.4482,1.8735931712399998,7.25,3.9246,9.034295643627269,0.19,9.224295643627269
01109,Pike County,AL,WEC,1.1576183407775211,2.090631,0.4501,2.4482,2.141813828142,7.25,3.9246,8.392732970637027,0.217,8.609732970637028
01111,Randolph County,AL,AE,1.2323809507034336,1.67754,0.456,3.9548,1.7438833519199999,7.25,3.9246,8.934761892599893,0.174,9.108761892599892
01111,Randolph County,AL,WEC,1.1469679927236984,2.088001,0.456,3.9548,2.170577263548,7.25,3.9246,8.315517947246814,0.216,8.531517947246813
01113,Russell County,AL,AE,1.2439010959700765,1.805954,0.3718,2.6365,1.85356797721,7.25,3.9246,9.018282945783055,0.187,9.205282945783054
01113,Russell County,AL,WEC,1.1558604591852888,2.090142,0.3718,2.6365,2.1452485938300003,7.25,3.9246,8.379988329093344,0.217,8.596988329093344
01115,St. Clair County,AL,AE,1.2334581655751407,1.683855,0.4911,7.7213,1.813870496115,7.25,3.9246,8.94257170041977,0.175,9.11757170041977
01115,St. Clair County,AL,WEC,1.1503443601494239,2.088333,0.4911,7.7213,2.249579455929,7.25,3.9246,8.339996611083324,0.217,8.556996611083324
01117,Shelby County,AL,AE,1.2373496077528936,1.730264,0.5401,6.5913,1.8443108910320003,7.25,3.9246,8.970784656208478,0.179,9.149784656208478
01117,Shelby County,AL,WEC,1.1516747736475283,2.088907,0.5401,6.5913,2.226593127091,7.25,3.9246,8.34964210894458,0.217,8.566642108944581
01119,Sumter County,AL,AE,1.2457362404611056,1.823837,0.4467,2.0716,1.861619607292,7.25,3.9246,9.031587743343016,0.189,9.220587743343016
01119,Sumter County,AL,WEC,1.1577674209016457,2.090349,0.4467,2.0716,2.1336526698839995,7.25,3.9246,8.393813801536933,0.217,8.610813801536933
01121,Talladega County,AL,AE,1.2371302195702978,1.729603,0.4943,4.7081,1.811034438843,7.25,3.9246,8.96919409188466,0.179,9.14819409188466
01121,Talladega County,AL,WEC,1.1513036609873666,2.088739,0.4943,4.7081,2.187078920859,7.25,3.9246,8.346951542158408,0.217,8.563951542158408
01123,Tallapoosa County,AL,AE,1.240257053965485,1.759177,0.4521,3.2015,1.8154970516549997,7.25,3.9246,8.991863641249765,0.182,9.173863641249765
01123,Tallapoosa County,AL,WEC,1.155484008722109,2.089896,0.4521,3.2015,2.1568040204399996,7.25,3.9246,8.37725906323529,0.217,8.59425906323529
01125,Tuscaloosa County,AL,AE,1.2409548972529392,1.766702,0.513,6.5913,1.8831506289260003,7.25,3.9246,8.99692300508381,0.183,9.17992300508381
01125,Tuscaloosa County,AL,WEC,1.156211531396067,2.08976,0.513,6.5913,2.2275023508800005,7.25,3.9246,8.382533602621486,0.217,8.599533602621486
01127,Walker County,AL,AE,1.2360716247572652,1.710136,0.5146,5.6497,1.806753553592,7.25,3.9246,8.961519279490172,0.177,9.138519279490172
01127,Walker County,AL,WEC,1.1532931683296563,2.088913,0.5146,5.6497,2.206930317761,7.25,3.9246,8.361375470390009,0.217,8.578375470390009
01129,Washington County,AL,AE,1.25310961194596,1.907801,0.4006,3.0132,1.9652868597320001,7.25,3.9246,9.08504468660821,0.198,9.28304468660821
01129,Washington County,AL,WEC,1.1632575061692048,2.091703,0.4006,3.0132,2.154730194796,7.25,3.9246,8.433616919726735,0.217,8.650616919726735
01131,Wilcox County,AL,AE,1.2501263232773514,1.873136,0.4164,2.0716,1.911939885376,7.25,3.9246,9.063415843760797,0.194,9.257415843760798
01131,Wilcox County,AL,WEC,1.1609756570182224,2.091286,0.4164,2.0716,2.1346090807760003,7.25,3.9246,8.417073513382112,0.217,8.634073513382113
01133,Winston County,AL,AE,1.231555537056591,1.662307,0.4624,5.2731,1.7499621104170002,7.25,3.9246,8.928777643660284,0.172,9.100777643660285
01133,Winston County,AL,WEC,1.148797150009356,2.087966,0.4624,5.2731,2.1980665351460003,7.25,3.9246,8.32877933756783,0.216,8.54477933756783
04001,Apache County,AZ,AE,1.1805755018322228,1.084301,1.558,22.9755,1.3334245762549999,7.9,4.216,9.32654646447456,0.121,9.447546464474561
04001,Apache County,AZ,WEC,1.13392984060538,2.075805,1.558,22.9755,2.552731577775,7.9,4.216,8.958045740782502,0.231,9.189045740782502
04003,Cochise County,AZ,AE,1.2096551257560324,1.464793,1.3135,17.5141,1.721338310813,7.9,4.216,9.556275493472656,0.163,9.719275493472656
04003,Cochise County,AZ,WEC,1.134266016236312,2.08081,1.3135,17.5141,2.44524514421,7.9,4.216,8.960701528266865,0.232,9.192701528266864
04005,Coconino County,AZ,AE,1.1781566583142733,1.055036,1.3567,18.0791,1.245777013476,7.9,4.216,9.307437600682759,0.118,9.42543760068276
04005,Coconino County,AZ,WEC,1.133926463886692,2.075337,1.3567,18.0791,2.450539251567,7.9,4.216,8.958019064704867,0.231,9.189019064704867
04007,Gila County,AZ,AE,1.2120301146368557,1.481439,1.3718,19.9623,1.7771682974969998,7.9,4.216,9.575037905631161,0.165,9.74003790563116
04007,Gila County,AZ,WEC,1.136261714984459,2.08186,1.3718,19.9623,2.4974471387799997,7.9,4.216,8.976467548377226,0.232,9.208467548377225
04009,Graham County,AZ,AE,1.2296490518904943,1.716035,1.3601,19.5857,2.052132466995,7.9,4.216,9.714227509934906,0.191,9.905227509934907
04009,Graham County,AZ,WEC,1.1373949620631683,2.083975,1.3601,19.5857,2.492136091575,7.9,4.216,8.98542020029903,0.232,9.21742020029903
04011,Greenlee County,AZ,AE,1.207391152591433,1.433948,1.4094,24.2938,1.7823084592240002,7.9,4.216,9.53839010547232,0.16,9.69839010547232
04011,Greenlee County,AZ,WEC,1.1342953562890883,2.080373,1.4094,24.2938,2.585774655874,7.9,4.216,8.960933314683798,0.232,9.192933314683797
04012,La Paz County,AZ,AE,1.2389585164582686,1.832301,1.2919,20.5273,2.208422923173,7.9,4.216,9.787772280020322,0.204,9.991772280020323
04012,La Paz County,AZ,WEC,1.1396212076402261,2.08518,1.2919,20.5273,2.51321115414,7.9,4.216,9.003007540357787,0.232,9.235007540357786
04013,Maricopa County,AZ,AE,1.243852656909474,1.886458,1.321,16.7608,2.2026434524639997,7.9,4.216,9.826435989584846,0.21,10.036435989584847
04013,Maricopa County,AZ,WEC,1.1427597847242008,2.086171,1.321,16.7608,2.435829948968,7.9,4.216,9.027802299321186,0.232,9.259802299321185
04015,Mohave County,AZ,AE,1.2119413071358027,1.494259,1.3691,23.1638,1.840386166242,7.9,4.216,9.574336326372842,0.166,9.740336326372843
04015,Mohave County,AZ,WEC,1.1347601509758776,2.081221,1.3691,23.1638,2.5633108699980003,7.9,4.216,8.964605192709433,0.232,9.196605192709432
04017,Navajo County,AZ,AE,1.1761150371760538,1.026945,1.5314,29.3785,1.328646036825,7.9,4.216,9.291308793690826,0.114,9.405308793690827
04017,Navajo County,AZ,WEC,1.1339299020688796,2.075007,1.5314,29.3785,2.684612931495,7.9,4.216,8.958046226344148,0.231,9.189046226344148
04019,Pima County,AZ,AE,1.2334417658839105,1.766756,1.1952,14.3126,2.019624719256,7.9,4.216,9.744189950482893,0.197,9.941189950482892
04019,Pima County,AZ,WEC,1.1379597223277864,2.084376,1.1952,14.3126,2.3827043993759998,7.9,4.216,8.989881806389514,0.232,9.221881806389513
04021,Pinal County,AZ,AE,1.2363907928332871,1.7898,1.317,16.3842,2.0830444116,7.9,4.216,9.767487263382968,0.199,9.966487263382968
04021,Pinal County,AZ,WEC,1.1417373856146213,2.08542,1.317,16.3842,2.4270993836400003,7.9,4.216,9.019725346355509,0.232,9.251725346355508
04023,Santa Cruz County,AZ,AE,1.2137978071346718,1.516234,1.2674,23.9171,1.8788732020140002,7.9,4.216,9.589002676363908,0.169,9.758002676363908
04023,Santa Cruz County,AZ,WEC,1.1349062078514334,2.081533,1.2674,23.9171,2.5793753291429997,7.9,4.216,8.965759042026324,0.232,9.197759042026323
04025,Yavapai County,AZ,AE,1.1905037722981269,1.211905,1.2015,13.936,1.3807960808,7.9,4.216,9.404979801155203,0.135,9.539979801155203
04025,Yavapai County,AZ,WEC,1.1340341515109238,2.078049,1.2015,13.936,2.3676459086399997,7.9,4.216,8.958869796936298,0.231,9.189869796936298
04027,Yuma County,AZ,AE,1.2471432698074765,1.919469,1.1904,12.9944,2.1688924797360003,7.9,4.216,9.852431831479064,0.214,10.066431831479065
04027,Yuma County,AZ,WEC,1.1455782996116393,2.086906,1.1904,12.9944,2.358086913264,7.9,4.216,9.05006856693195,0.232,9.28206856693195
05001,Arkansas County,AR,AE,1.2366455343279907,1.711463,0.455,3.2015,1.7662554879449999,6.61,2.595733,8.174226981908019,0.117,8.29122698190802
05001,Arkansas County,AR,WEC,1.155879274728016,2.089161,0.455,3.2015,2.1560454894149994,6.61,2.595733,7.640362005952186,0.143,7.783362005952186
05003,Ashley County,AR,AE,1.2438514003206136,1.799505,0.5114,6.0264,1.9079503693200002,6.61,2.595733,8.221857756119256,0.123,8.344857756119255
05003,Ashley County,AR,WEC,1.157783663946335,2.090205,0.5114,6.0264,2.2161691141200004,6.61,2.595733,7.652950018685275,0.143,7.795950018685275
05005,Baxter County,AR,AE,1.2209820018339455,1.526024,0.4152,4.3315,1.5921237295600001,6.61,2.595733,8.07069103212238,0.105,8.17569103212238
05005,Baxter County,AR,WEC,1.1489917175500763,2.086464,0.4152,4.3315,2.1768391881599998,6.61,2.595733,7.594835253006005,0.143,7.737835253006005
05007,Benton County,AR,AE,1.216891027984232,1.482995,0.4834,2.4482,1.51930168359,6.61,2.595733,8.043649694975773,0.102,8.145649694975774
05007,Benton County,AR,WEC,1.145591082587388,2.08544,0.4834,2.4482,2.13649574208,6.61,2.595733,7.572357055902636,0.143,7.715357055902635
05009,Boone County,AR,AE,1.2174120339181445,1.48988,0.4276,4.3315,1.5544141522000001,6.61,2.595733,8.047093544198935,0.102,8.149093544198935
05009,Boone County,AR,WEC,1.145484587971272,2.085494,0.4276,4.3315,2.17582717261,6.61,2.595733,7.571653126490109,0.143,7.714653126490108
05011,Bradley County,AR,AE,1.2426250425430099,1.785423,0.4801,5.0847,1.8762064032810002,6.61,2.595733,8.213751531209295,0.122,8.335751531209295
05011,Bradley County,AR,WEC,1.1572767327613667,2.089994,0.4801,5.0847,2.196263924918,6.61,2.595733,7.649599203552634,0.143,7.7925992035526335
05013,Calhoun County,AR,AE,1.241786172137478,1.774642,0.4555,3.7665,1.8414838909300002,6.61,2.595733,8.208206597828731,0.122,8.330206597828731
05013,Calhoun County,AR,WEC,1.157383555933206,2.089904,0.4555,3.7665,2.1686202341600005,6.61,2.595733,7.650305304718492,0.143,7.7933053047184915
05015,Carroll County,AR,AE,1.2162858022817424,1.479016,0.4626,2.6365,1.51801025684,6.61,2.595733,8.039649153082317,0.101,8.140649153082318
05015,Carroll County,AR,WEC,1.1444736324154943,2.085153,0.4626,2.6365,2.140128058845,6.61,2.595733,7.564970710266418,0.143,7.707970710266418
05017,Chicot County,AR,AE,1.2447109961554153,1.807875,0.5004,5.6497,1.910014513875,6.61,2.595733,8.227539684587295,0.124,8.351539684587296
